회사명,거래소코드,회계년도,자산(*)(요약)(IFRS)(백만원),유동부채(*)(요약)(IFRS)(백만원),유동자산(*)(요약)(IFRS)(백만원),부채(*)(요약)(IFRS)(백만원),자본(*)(요약)(IFRS)(백만원),재고자산(요약)(IFRS)(백만원),당기순이익(총포괄손익)(요약)(IFRS)(백만원),매출액(수익)(요약)(IFRS)(백만원),판매비와 관리비(물류원가 등 포함)(요약)(IFRS)(백만원),매출원가(요약)(IFRS)(백만원),매입채무(IFRS)(천원),금융원가(요약)(IFRS)(백만원)
(주)CMG제약,058820,2011/09,29478,6390,14760,9461,20016,3352,572,12277,5612,6956,0,146
(주)CMG제약,058820,2012/09,45516,7958,33764,29843,15673,2421,-3364,12368,6279,8503,0,508
(주)CMG제약,058820,2013/09,56983,6391,40819,7959,49024,4849,553,15106,5157,8892,4738783,1278
(주)CMG제약,058820,2014/09,57703,6787,28763,8394,49309,4802,277,16989,6140,10585,4274791,183
(주)CMG제약,058820,2015/09,58320,7530,27111,8220,50100,5034,-718,19625,8270,12277,4100329,80
(주)CMG제약,058820,2016/09,58009,8090,26552,9167,48841,6692,1097,24113,8621,14457,4972929,0
(주)CMG제약,058820,2017/09,115589,9988,79685,11753,103836,7220,2536,30803,11123,17579,6756590,8
(주)CMG제약,058820,2018/09,112369,10597,83056,12399,99970,9054,2009,36431,14866,19778,6186464,14
(주)CMG제약,058820,2019/09,193088,9860,153837,13237,179851,9990,2705,42599,19176,21811,5197225,27
(주)CMG제약,058820,2020/09,203087,15855,153841,19796,183292,13819,2674,47601,21547,24728,9804031,357
(주)CMG제약,058820,2021/09,197402,11235,141196,12776,184626,13147,2988,51611,23450,26413,2845574,676
(주)CMG제약,058820,2022/09,213279,16347,128726,23298,189981,17213,4660,60403,26849,30188,6788263,4766
(주)ES큐브,050120,2011/09,45554,3277,20340,4286,41267,349,-1028,34401,11332,24193,993054,1555
(주)ES큐브,050120,2012/09,48479,4387,17498,5908,42571,321,3311,37620,7269,27196,2784176,679
(주)ES큐브,050120,2013/09,63464,3795,36558,5018,58445,478,47,40578,9404,29712,2508005,1427
(주)ES큐브,050120,2014/09,49176,3198,35216,4070,45107,601,1529,32356,5006,26903,2412526,919
(주)ES큐브,050120,2015/09,49993,4583,26326,5204,44789,437,3572,32252,2744,27252,4079942,964
(주)ES큐브,050120,2016/09,104923,3185,45618,34591,70331,609,17209,29564,2877,24631,0,1413
(주)ES큐브,050120,2017/09,107442,6577,46461,36237,71205,336,1593,32556,3148,27106,5001282,1567
(주)ES큐브,050120,2018/09,118731,40713,44165,45680,73051,628,1428,27364,3724,22661,4472582,1818
(주)ES큐브,050120,2019/09,146743,54151,33519,81726,65017,529,-1334,23111,3961,18870,4537712,3087
(주)ES큐브,050120,2020/09,99609,10396,15204,11045,88563,434,-13452,24665,3628,20025,5411519,21463
(주)ES큐브,050120,2021/09,88529,13178,11824,14083,74446,0,1533,30459,3460,25264,4245069,1323
(주)ES큐브,050120,2022/09,90668,11088,18139,12120,78548,0,13217,42712,4408,34116,10726142,1485
(주)가비아,079940,2011/09,37062,11918,9361,13323,23739,0,2726,24546,6477,14811,755215,274
(주)가비아,079940,2012/09,49586,8626,7090,21799,27787,98,2274,28594,8773,17401,1111354,370
(주)가비아,079940,2013/09,52159,11688,9422,17428,34731,0,3775,30301,9556,18518,1092609,570
(주)가비아,079940,2014/09,54055,11491,12983,16681,37374,0,2173,32913,10036,20439,1425429,285
(주)가비아,079940,2015/09,56508,9430,15820,14930,41578,0,3425,36145,11298,21405,1588437,1103
(주)가비아,079940,2016/09,59343,9365,9941,14865,44478,0,2595,36987,12514,21451,1472701,90
(주)가비아,079940,2017/09,62707,15715,12688,15715,46992,0,1788,39388,14128,23151,2089078,87
(주)가비아,079940,2018/09,68208,17689,18816,18689,49519,0,2378,41289,14266,23931,2009750,114
(주)가비아,079940,2019/09,83417,20954,15846,30171,53246,0,3734,42524,14076,25089,1592676,208
(주)가비아,079940,2020/09,93469,25825,19812,35975,57495,0,3876,46617,15100,26923,2217584,131
(주)가비아,079940,2021/09,99268,21703,21571,35847,63421,0,4223,52244,18484,28950,1943164,199
(주)가비아,079940,2022/09,113140,28562,24138,46099,67042,0,4937,57146,21447,30914,2518520,166
(주)가온칩스,399720,2022/09,73873,19211,59861,21494,52379,0,2449,32075,6031,23844,2149652,1053
(주)강스템바이오텍,217730,2015/09,14984,2463,9726,3678,11306,368,-3839,1340,4324,203,115519,1063
(주)강스템바이오텍,217730,2016/09,49410,3572,40181,22388,27022,333,-6796,715,7557,41,195789,152
(주)강스템바이오텍,217730,2017/09,45340,3321,25444,31380,13960,1142,-10815,4857,11331,2135,721311,2528
(주)강스템바이오텍,217730,2018/09,82292,2084,48381,16470,65823,993,3787,1338,8221,815,74087,664
(주)강스템바이오텍,217730,2019/09,107206,15423,53078,25024,82182,798,-13608,161,13388,43,449254,775
(주)강스템바이오텍,217730,2020/09,71606,2324,34784,13988,57619,31,-13522,238,12981,38,197046,1949
(주)강스템바이오텍,217730,2021/09,57357,4849,29082,18462,38895,577,-13124,1620,14894,1002,0,738
(주)강스템바이오텍,217730,2022/09,74616,5671,48604,18195,56421,683,-14502,3809,17640,2074,290853,411
(주)강원에너지,114190,2011/08,40180,18746,33744,18912,21267,4575,2512,27722,4127,20947,8330209,43
(주)강원에너지,114190,2012/09,78968,32881,71259,45070,33898,4136,8778,84455,7111,67046,14365707,331
(주)강원에너지,114190,2013/09,75875,30442,63849,30508,45367,2109,3644,41347,6272,32114,9261679,622
(주)강원에너지,114190,2014/09,70809,19707,53410,19712,51097,2386,1787,36136,6872,27165,7697682,321
(주)강원에너지,114190,2015/09,70600,16481,48009,16503,54097,1330,-126,36013,6193,29651,8231879,1492
(주)강원에너지,114190,2016/09,67219,15466,45806,15468,51751,1462,-2960,31776,5921,27631,3588147,723
(주)강원에너지,114190,2017/09,89409,34621,68589,34639,54770,825,1340,60018,5048,53727,16924118,314
(주)강원에너지,114190,2018/09,102003,51833,77805,56201,45802,544,-2420,65640,3886,62503,16620019,6096
(주)강원에너지,114190,2019/09,70695,26347,49080,31546,39150,650,-11637,31590,5970,33716,5185234,2965
(주)강원에너지,114190,2020/09,45595,15943,26818,19821,25775,692,-5967,28400,5634,27062,3076015,1032
(주)강원에너지,114190,2021/09,39755,11501,28646,13081,26674,844,6024,33616,2137,31802,2023628,343
(주)강원에너지,114190,2022/09,44573,17836,29877,18862,25711,891,-3053,48415,2586,44157,6137186,7685
(주)고려시멘트,198440,2014/09,,,,,,,,,,,,
(주)고려시멘트,198440,2015/09,,,,,,,,,,,,
(주)고려시멘트,198440,2016/09,,,,,,,,,,,,
(주)고려시멘트,198440,2017/09,110795,14895,36187,33220,77575,4800,1202,64305,6498,54201,4336840,89
(주)고려시멘트,198440,2018/09,126353,28838,52100,40034,86318,5343,4249,61410,6586,52033,6970624,299
(주)고려시멘트,198440,2019/09,122386,23084,41343,34040,88346,7009,3102,60928,5705,52930,2571841,336
(주)고려시멘트,198440,2020/09,114947,12641,40156,24571,90376,5307,2509,49703,2858,44799,6136229,93
(주)고려시멘트,198440,2021/09,114164,6721,47678,19142,95021,5372,3058,48564,2924,42495,2701552,33
(주)고려시멘트,198440,2022/09,137367,8299,40673,26725,110641,12478,-5648,51425,2047,57994,2585950,68
(주)고바이오랩,348150,2021/09,50764,1222,40571,1452,49312,181,-9893,1938,9498,869,143408,8
(주)고바이오랩,348150,2022/09,112828,7165,81325,22003,90825,0,-8545,6876,9785,822,0,3691
(주)고영테크놀러지,098460,2011/09,85677,16048,60532,19309,66369,13901,13366,60598,20510,25260,7391228,319
(주)고영테크놀러지,098460,2012/09,101454,16385,74288,20386,81068,18554,12034,72543,24881,32835,8420612,330
(주)고영테크놀러지,098460,2013/09,120293,17464,93103,23710,96583,17004,11611,78520,28156,37376,0,337
(주)고영테크놀러지,098460,2014/09,139909,23027,105288,29036,110873,18115,15754,100194,33206,46658,0,670
(주)고영테크놀러지,098460,2015/09,157071,21478,121578,27260,129811,14165,19821,102629,39325,42058,9146823,618
(주)고영테크놀러지,098460,2016/09,174434,19712,135553,30513,143921,12794,15707,112446,44840,45535,9341841,965
(주)고영테크놀러지,098460,2017/09,200539,28621,159559,39892,160647,15028,23077,137273,53478,53216,15441788,1292
(주)고영테크놀러지,098460,2018/09,279746,40777,218942,54736,225010,21225,32268,166870,64012,67786,15420212,528
(주)고영테크놀러지,098460,2019/09,298287,32942,241872,49036,249250,21206,32627,159125,65380,62067,13877052,74
(주)고영테크놀러지,098460,2020/09,301036,25360,223449,45334,255702,23218,10885,112870,59571,44439,9344981,148
(주)고영테크놀러지,098460,2021/09,359925,40779,270014,79478,280447,28004,34080,175898,73349,67335,12983690,100
(주)고영테크놀러지,098460,2022/09,395432,43416,304771,79290,316142,33188,45863,184115,80902,70337,13325471,403
(주)골드앤에스,035290,2011/09,46189,17781,19386,23021,23168,3032,1031,36354,9693,25330,712304,814
(주)골드앤에스,035290,2012/09,50819,23287,27648,26140,24679,2708,-889,35411,10123,24497,1125061,916
(주)골드앤에스,035290,2013/09,46996,18758,22930,23877,23119,3315,-3145,29182,11179,20488,614591,796
(주)골드앤에스,035290,2014/09,29877,20219,15748,22455,7422,3448,-4693,22917,7630,16090,1723668,971
(주)골드앤에스,035290,2015/09,25317,4087,14171,7302,18015,2758,-5583,15570,4240,11266,1009011,526
(주)골드앤에스,035290,2016/09,19521,5181,9217,5921,13600,2147,672,12351,4408,7705,189491,122
(주)골드앤에스,035290,2017/09,21746,4131,13309,4791,16955,1602,-867,10244,4735,6313,391155,110
(주)골드앤에스,035290,2018/09,30158,17444,19873,17990,12168,1075,-3008,6702,7003,3382,236357,653
(주)골드앤에스,035290,2019/09,30621,18065,7260,19117,11504,1775,-10490,6184,6693,3761,132506,3157
(주)골드앤에스,035290,2020/09,19111,21979,3957,22180,-3070,875,-4275,3229,3721,1290,75514,2362
(주)골드앤에스,035290,2021/09,25492,3565,12577,10299,15193,396,556,8808,2600,5604,0,275
(주)골드앤에스,035290,2022/09,23570,3081,11744,10861,12708,424,-2587,12641,1891,11494,166698,330
(주)골프존,215000,2015/09,165519,50345,59074,68648,96871,2154,25071,127759,52616,42232,3784197,510
(주)골프존,215000,2016/09,175386,56815,77799,67510,107876,8583,27903,150006,57973,58002,5974525,563
(주)골프존,215000,2017/09,233836,51914,136930,59436,174400,9151,68550,131886,57999,46594,4095663,534
(주)골프존,215000,2018/09,259909,54915,149549,64662,195247,10628,19473,138742,61181,52689,5523906,624
(주)골프존,215000,2019/09,297316,53731,100239,87167,210149,6682,24328,181730,74725,71819,6484142,599
(주)골프존,215000,2020/09,333829,62671,94307,108842,224987,8012,32502,213446,82602,85073,3602389,913
(주)골프존,215000,2021/09,422981,91495,184629,136475,286506,15404,72393,309993,96440,118070,7343556,1328
(주)골프존,215000,2022/09,514320,110828,244321,151806,362513,26875,113924,444581,111100,188019,15898857,1552
(주)골프존뉴딘홀딩스,121440,2011/09,367578,15276,263870,18567,349011,2925,33806,156975,36481,77389,4327571,15008
(주)골프존뉴딘홀딩스,121440,2012/09,506403,103588,259719,105875,400528,14981,61579,204989,58664,88924,9754056,1353
(주)골프존뉴딘홀딩스,121440,2013/09,578690,104671,309499,107255,471436,28890,48179,252795,73967,114532,9868797,6806
(주)골프존뉴딘홀딩스,121440,2014/09,576515,107302,195367,110550,465965,33471,55823,306667,81008,133727,10246074,5536
(주)골프존뉴딘홀딩스,121440,2015/09,588932,9622,51108,35653,553280,507,891463,24556,27482,7705,0,2157
(주)골프존뉴딘홀딩스,121440,2016/09,581837,12108,54178,53341,528496,0,1702,21601,23267,387,0,1215
(주)골프존뉴딘홀딩스,121440,2017/09,553075,37522,49715,55519,497556,0,-4200,18586,22364,560,1430999,2775
(주)골프존뉴딘홀딩스,121440,2018/09,525906,54425,67301,56027,469878,0,-5193,16928,19592,547,0,1202
(주)골프존뉴딘홀딩스,121440,2019/09,554344,12730,37713,85547,468797,0,-11298,21175,14789,10949,0,1487
(주)골프존뉴딘홀딩스,121440,2020/09,553374,14724,33363,93326,460049,121,15044,39519,12824,3767,0,4267
(주)골프존뉴딘홀딩스,121440,2021/09,607701,51944,16204,98022,509678,144,46066,66566,12400,1466,0,2083
(주)골프존뉴딘홀딩스,121440,2022/09,777101,24855,35694,111301,665800,86,71592,83942,13249,3229,0,1413
(주)공구우먼,366030,2021/09,27537,3504,16344,3504,24033,3107,5709,31594,7541,17295,332866,9
(주)공구우먼,366030,2022/09,59894,3931,43848,4156,55738,5396,7995,43354,10142,23468,37390,16
(주)광림,014200,2011/09,100133,38877,62418,43694,56439,32040,1791,76227,10592,62696,12816406,1236
(주)광림,014200,2012/09,92017,28106,54375,33496,58521,37583,1524,61665,7998,52530,11099326,563
(주)광림,014200,2013/09,100218,29380,64281,35461,64756,31716,1180,65999,8310,55628,12247503,393
(주)광림,014200,2014/09,118956,39341,52496,54409,64547,35987,-249,58273,8880,49223,10863077,880
(주)광림,014200,2015/09,121308,44722,56194,53214,68094,29277,1832,60887,9284,52504,10416225,850
(주)광림,014200,2016/09,154428,45287,63949,54744,99684,24550,-1141,53852,8886,46327,6550730,1066
(주)광림,014200,2017/09,153356,56126,37802,62404,90952,22624,740,75681,10157,63733,11628584,1067
(주)광림,014200,2018/09,957822,457188,851396,552057,405764,20745,229215,50213,7856,41320,13746629,293985
(주)광림,014200,2019/09,266580,134476,158723,148035,118545,29107,-2376,63316,7751,52474,14246749,13131
(주)광림,014200,2020/09,181436,111342,60337,117668,63768,18527,3028,70698,7385,59118,13508524,30963
(주)광림,014200,2021/09,266419,81250,77978,86028,180391,31805,-32357,83695,7712,68234,16845311,43554
(주)광림,014200,2022/09,282796,43986,84584,52999,229797,33257,-21638,116693,8035,95148,17182429,15492
(주)광무,029480,2011/09,128626,43667,55966,46071,82555,19487,-1132,34600,10322,24075,5577910,3691
(주)광무,029480,2012/09,74794,21273,32369,28995,45799,8801,-5370,30005,10497,24970,3641686,3266
(주)광무,029480,2013/09,53164,14448,13912,17754,35410,3291,-6846,8565,4974,6227,176122,4976
(주)광무,029480,2014/09,38137,24334,19220,29292,8845,466,-204,33114,5100,27091,11872732,1311
(주)광무,029480,2015/09,23526,6543,6986,15402,8123,253,-2294,10854,3516,8280,1685642,1671
(주)광무,029480,2016/09,29932,13538,14138,21793,8139,744,386,18761,2601,15310,3637687,613
(주)광무,029480,2017/09,23719,13675,7855,16127,7592,363,-1334,14700,2850,11741,1380813,913
(주)광무,029480,2018/09,28221,11951,11635,15468,12753,611,-1412,12359,3179,9806,1584603,846
(주)광무,029480,2019/09,28021,11551,14864,13829,14192,570,-5595,14409,5198,11746,2212474,2886
(주)광무,029480,2020/09,34977,19962,16852,22743,12233,352,-10537,18595,4496,16407,724026,7635
(주)광무,029480,2021/09,42218,8110,17068,9655,32564,396,1570,11493,2746,9625,1118026,3502
(주)광무,029480,2022/09,131129,57616,111028,59086,72043,1425,-3065,31875,2820,28375,2314532,4134
(주)구영테크,053270,2011/09,104821,51800,41682,66570,38251,6096,2569,46954,5161,36689,6551419,2671
(주)구영테크,053270,2012/09,107202,70354,49252,77833,29369,5424,1338,49797,5126,41080,10198619,3148
(주)구영테크,053270,2013/09,104710,64239,43257,74436,30274,8150,679,56229,6600,46283,7737040,2890
(주)구영테크,053270,2014/09,106379,55615,44247,64702,41678,9935,478,56201,7815,46637,8259803,2073
(주)구영테크,053270,2015/09,108268,45248,49260,64597,43671,7705,2754,66710,8332,55710,7702657,1383
(주)구영테크,053270,2016/09,112822,43237,46127,69055,43767,6831,1045,56349,7402,45903,7642373,1546
(주)구영테크,053270,2017/09,125224,47905,49747,77877,47347,7453,1776,57221,7254,46938,6339088,876
(주)구영테크,053270,2018/09,152063,45575,56011,95772,56291,9830,3158,59972,7776,51263,7049036,1639
(주)구영테크,053270,2019/09,146692,49036,39371,86357,60335,9729,2982,69349,8332,58471,5576879,2257
(주)구영테크,053270,2020/09,152032,56374,44338,94252,57780,9797,87,58711,7480,50796,8601470,1618
(주)구영테크,053270,2021/09,146831,51477,36475,84510,62321,10642,3949,75720,9722,63304,5882842,1390
(주)구영테크,053270,2022/09,156027,50360,49125,91976,64051,14353,1470,81188,11418,67369,8638925,7111
(주)국보디자인,066620,2011/09,81018,31405,56755,34682,46336,0,5306,91966,9700,76822,9462454,142
(주)국보디자인,066620,2012/09,88622,31711,65863,33213,55408,0,5720,89090,6785,75781,3081077,39
(주)국보디자인,066620,2013/09,107270,42329,80187,44709,62561,0,5879,112452,9854,96421,0,43
(주)국보디자인,066620,2014/09,121187,49801,94754,53426,67761,0,6185,115401,8491,99171,13130251,189
(주)국보디자인,066620,2015/09,119253,41764,87197,45489,73764,0,4866,119100,9863,104799,9723687,49
(주)국보디자인,066620,2016/09,135477,55203,104630,59581,75896,0,7568,125003,8834,106197,13469037,12
(주)국보디자인,066620,2017/09,160684,65856,128702,70307,90377,0,10166,198668,11895,169181,16310563,49
(주)국보디자인,066620,2018/09,166767,56889,132662,60850,105917,0,12698,179896,12830,152158,16807128,11
(주)국보디자인,066620,2019/09,178988,62679,141875,67140,111848,0,9821,159844,11418,138484,20766011,13
(주)국보디자인,066620,2020/09,210609,74756,102819,79210,131398,0,10670,182916,11422,157808,17282525,8
(주)국보디자인,066620,2021/09,272901,92116,92576,100409,172492,0,12882,210345,12686,181156,22821267,4
(주)국보디자인,066620,2022/09,290194,91455,98881,98759,191435,0,13545,244210,13813,213215,25999380,36
(주)국순당,043650,2011/09,195086,17189,78790,21289,173797,14184,5312,95938,36374,54173,3255728,0
(주)국순당,043650,2012/09,205768,15867,88570,20257,185511,11371,4327,90261,34071,50337,2805517,0
(주)국순당,043650,2013/09,203926,12315,76821,17754,186171,11313,2511,75242,30991,42444,1436665,0
(주)국순당,043650,2014/09,207860,15719,91382,20853,187007,11685,1583,69439,26155,41695,1823895,869
(주)국순당,043650,2015/09,207517,13323,85996,19386,188131,10368,-2562,60290,26296,39130,1650515,725
(주)국순당,043650,2016/09,202205,10084,74462,17465,184740,10814,-494,53013,24829,31635,1183462,265
(주)국순당,043650,2017/09,213695,10458,83288,17212,196483,9979,14219,47296,19687,28587,0,0
(주)국순당,043650,2018/09,223965,11395,70367,18417,205548,9552,16202,41007,17651,24895,5743245,0
(주)국순당,043650,2019/09,210860,5817,60257,13625,197234,8893,839,36979,17456,23608,0,1065
(주)국순당,043650,2020/09,213535,8465,61907,14408,199127,7729,7560,38088,12385,21538,0,895
(주)국순당,043650,2021/09,239171,9750,73007,17449,221722,10979,13756,45257,14386,23752,1545176,1838
(주)국순당,043650,2022/09,245625,10726,84215,18146,227479,13181,7481,55242,18474,28388,1906994,8019
(주)국영지앤엠,006050,2011/09,51914,10110,23462,18510,33404,1367,-1206,31159,1882,31051,129317,73
(주)국영지앤엠,006050,2012/09,58406,6696,18162,13709,44698,1593,4729,31564,1379,31277,95322,231
(주)국영지앤엠,006050,2013/09,65326,15401,27409,19886,45440,1914,48,38285,1192,37125,154768,420
(주)국영지앤엠,006050,2014/09,56992,7098,20316,10768,46224,1626,-621,37093,1058,35793,225390,283
(주)국영지앤엠,006050,2015/09,57421,7904,21492,10074,47347,1957,-860,27779,1131,27883,368268,52
(주)국영지앤엠,006050,2016/09,62116,9340,26753,12635,49481,2170,-291,39058,1490,37946,294688,54
(주)국영지앤엠,006050,2017/09,63896,9965,27579,12965,50932,2996,-238,42966,1448,42083,778754,62
(주)국영지앤엠,006050,2018/09,59144,6874,24025,7674,51470,2746,-633,43242,1486,42576,628669,41
(주)국영지앤엠,006050,2019/09,65574,12348,31460,13269,52306,3227,557,50116,1684,48032,455578,19
(주)국영지앤엠,006050,2020/09,68263,12387,30926,16517,51746,1726,-572,47999,1662,47206,667430,83
(주)국영지앤엠,006050,2021/09,67072,13028,29951,18140,48931,2710,-2081,44328,1602,45385,346627,103
(주)국영지앤엠,006050,2022/09,67212,18595,32519,20444,46769,2104,616,45806,2152,42578,520488,153
(주)국전약품,307750,2019/09,,,,,,,,,,,,
(주)국전약품,307750,2020/09,,,,,,,,,,,,
(주)국전약품,307750,2021/09,104759,20658,75137,22631,82128,15136,3581,61535,7994,48371,9441620,1108
(주)국전약품,307750,2022/09,209672,91380,160122,125719,83953,23260,987,78919,11097,64513,11720166,3467
(주)그래디언트,035080,2011/09,346488,1329,179579,5444,341044,0,1479,6996,11896,0,0,11
(주)그래디언트,035080,2012/09,458205,56599,8284,113760,344445,0,10160,9181,9541,0,0,4780
(주)그래디언트,035080,2013/09,475947,35161,8107,70789,405158,0,-6391,6803,5657,0,0,1425
(주)그래디언트,035080,2014/09,463831,10949,819,29184,434647,0,6911,6689,5739,0,0,383
(주)그래디언트,035080,2015/09,464141,14861,926,28385,435756,0,17450,11753,4796,0,0,120
(주)그래디언트,035080,2016/09,466612,12899,434,24397,442215,0,12320,15395,4619,0,0,390
(주)그래디언트,035080,2017/09,406567,7177,3151,12882,393685,0,7220,11342,4529,0,0,168
(주)그래디언트,035080,2018/09,340925,4059,1915,9334,331592,0,5682,11079,4528,0,0,151
(주)그래디언트,035080,2019/09,340827,12067,4017,16077,324749,0,4637,8720,3416,0,0,293
(주)그래디언트,035080,2020/09,563541,217457,173411,229724,333818,15320,-1925,91150,46153,46096,13311127,463
(주)그래디언트,035080,2021/09,568558,222876,176469,233797,334762,8650,-14717,226859,122124,121381,5625076,935
(주)그래디언트,035080,2022/09,577260,10005,219775,17867,559392,0,242597,6600,7947,0,0,71
(주)그리티,204020,2018/09,83804,8687,71242,8687,75117,32203,7086,92014,47272,34884,1775086,436
(주)그리티,204020,2019/09,89591,14147,70724,14861,74730,30345,2524,94989,49230,42787,3131013,655
(주)그리티,204020,2020/09,83992,8852,62351,10407,73585,32720,1844,97626,48713,46400,2444354,853
(주)그리티,204020,2021/09,84029,10037,54520,11178,72851,35454,-2717,81832,44614,40408,3317351,399
(주)그리티,204020,2022/09,80668,12639,59869,13157,67511,41031,3440,112249,61591,47576,4923460,628
(주)그린플러스,186230,2019/09,57369,17163,28735,22727,34642,6082,1113,25641,3018,21527,1144515,645
(주)그린플러스,186230,2020/09,70896,21566,39314,32994,37902,6444,1773,37230,3095,31356,2030076,438
(주)그린플러스,186230,2021/09,74547,16091,42876,26228,48318,8120,-2899,55862,3778,47666,2488970,4460
(주)그린플러스,186230,2022/09,91079,24358,43922,30176,60902,9439,468,56884,4013,48117,2599454,1934
(주)글로벌스탠다드테크놀로지,083450,2011/09,48167,16873,32479,22906,25261,15626,1488,24173,6429,16302,4142666,72
(주)글로벌스탠다드테크놀로지,083450,2012/09,48339,12507,26724,15204,33136,14231,5971,47470,10564,31597,1790567,262
(주)글로벌스탠다드테크놀로지,083450,2013/09,57000,17341,34052,19361,37639,19050,3697,52940,12004,36296,6259847,212
(주)글로벌스탠다드테크놀로지,083450,2014/09,61531,13997,38438,15865,45666,14828,5902,63682,12198,45071,3961500,66
(주)글로벌스탠다드테크놀로지,083450,2015/09,64829,12328,36055,14288,50541,11158,4776,65864,16570,44261,4240357,250
(주)글로벌스탠다드테크놀로지,083450,2016/09,67926,16506,35546,18680,49247,16823,-549,45439,14996,31074,7789173,744
(주)글로벌스탠다드테크놀로지,083450,2017/09,90957,21859,51617,24806,66152,14577,12793,123841,22914,84426,6580726,1099
(주)글로벌스탠다드테크놀로지,083450,2018/09,87587,11703,40703,15583,72004,12597,7191,90480,20775,62778,4550275,243
(주)글로벌스탠다드테크놀로지,083450,2019/09,115379,25003,71843,28824,86555,18207,13528,101404,24562,61779,9542680,419
(주)글로벌스탠다드테크놀로지,083450,2020/09,123671,18863,77891,21800,101872,17511,14008,119560,25840,77707,5189139,756
(주)글로벌스탠다드테크놀로지,083450,2021/09,169466,44473,117658,47242,122224,28822,25517,207082,42642,133979,14907254,1194
(주)글로벌스탠다드테크놀로지,083450,2022/09,221676,51100,161754,57772,163903,44895,34955,218367,40577,139786,20082627,5526
(주)금화피에스시,036190,2011/09,88187,14685,59515,17081,71107,0,9576,60353,3341,47186,947230,0
(주)금화피에스시,036190,2012/09,103073,12440,73676,16608,86465,0,12793,76816,3707,60090,767120,84
(주)금화피에스시,036190,2013/09,124988,15617,70542,19815,105174,0,12395,103632,4530,84298,0,141
(주)금화피에스시,036190,2014/09,141944,17449,75866,21585,120358,0,12373,115199,4354,96214,0,66
(주)금화피에스시,036190,2015/09,156647,22277,88499,24336,132310,0,11377,127750,4838,111496,0,38
(주)금화피에스시,036190,2016/09,180958,30069,109311,32574,148384,0,12048,139406,4856,120264,0,815
(주)금화피에스시,036190,2017/09,216346,43198,137433,45173,171173,0,16472,141100,4472,113781,0,589
(주)금화피에스시,036190,2018/09,233428,31508,147261,32933,200494,0,30279,149704,5294,114978,1308101,190
(주)금화피에스시,036190,2019/09,249533,22826,138483,26362,223172,0,19572,126360,5259,102645,0,14
(주)금화피에스시,036190,2020/09,271213,24982,146478,32187,239027,0,23094,158652,5791,130024,1560023,906
(주)금화피에스시,036190,2021/09,275728,18677,138733,22511,253218,0,23480,157801,6533,126624,1476090,39
(주)금화피에스시,036190,2022/09,299181,27422,156339,29685,269497,0,23154,167815,7217,139138,1546976,176
(주)기가레인,049080,2014/09,140622,39725,58059,61693,78929,13136,10456,78225,6211,61274,8386935,949
(주)기가레인,049080,2015/09,147584,49761,45791,80564,67020,6936,-9166,50882,5526,57501,5902387,942
(주)기가레인,049080,2016/09,156440,50849,42480,92618,63823,3489,-3763,54196,5441,54390,2911354,1480
(주)기가레인,049080,2017/09,157875,58961,48874,71688,86187,5260,-1918,64737,6444,54356,9344547,1963
(주)기가레인,049080,2018/09,198908,94415,95458,106918,91990,37190,2118,81905,11357,67746,17242840,2582
(주)기가레인,049080,2019/09,150170,67511,82172,92576,57595,30234,-14680,48415,10325,49635,9309742,2779
(주)기가레인,049080,2020/09,98235,39031,45044,73567,24668,8717,-10527,34810,7638,33586,4471449,2834
(주)기가레인,049080,2021/09,97731,20603,58279,33014,64716,7338,5985,56370,8175,43794,4650047,1541
(주)기가레인,049080,2022/09,96914,26107,53209,33958,62956,9622,-77,44027,8682,39962,5392208,671
(주)기산텔레콤,035460,2011/09,62755,15876,40790,27284,35471,15291,-4660,25498,8574,20967,8851383,1076
(주)기산텔레콤,035460,2012/09,45150,7433,24079,11348,33802,7776,1329,39273,5487,30256,1984177,1012
(주)기산텔레콤,035460,2013/09,48054,14415,27269,16361,31693,11055,-2207,18082,6049,14490,8837038,283
(주)기산텔레콤,035460,2014/09,46981,9949,26865,11627,35354,5841,-709,27856,6634,21486,3218101,166
(주)기산텔레콤,035460,2015/09,47886,8279,30019,11116,36770,6907,367,31005,6440,24853,4627922,143
(주)기산텔레콤,035460,2016/09,47237,6052,31297,8701,38537,6599,-561,14528,5124,10171,4110236,75
(주)기산텔레콤,035460,2017/09,44032,6405,27911,7379,36653,8516,-731,20489,5200,16221,3762887,41
(주)기산텔레콤,035460,2018/09,40604,3846,25947,5264,35341,5946,-615,20952,4513,17546,3121929,37
(주)기산텔레콤,035460,2019/09,38929,10525,22376,11594,27335,6826,-1879,17764,3773,14386,4913963,86
(주)기산텔레콤,035460,2020/09,42269,8160,26846,13075,29194,6973,-2150,12963,4341,10139,5270951,128
(주)기산텔레콤,035460,2021/09,38205,6959,21412,10673,27533,5027,-2315,10049,4083,8461,3411200,65
(주)기산텔레콤,035460,2022/09,40287,9403,24725,11081,29206,5778,943,14326,3301,10665,5126890,121
(주)까스텔바작,308100,2019/09,95767,18271,79546,19326,76441,40947,6219,59962,29658,22355,8609149,34
(주)까스텔바작,308100,2020/09,108831,15207,81587,26561,82270,38177,4958,46860,23217,17641,6504659,104
(주)까스텔바작,308100,2021/09,126239,14015,78881,49056,77183,36230,-145,45944,25729,18648,5732900,2162
