회사명,거래소코드,회계년도,자산(*)(요약)(IFRS)(백만원),유동부채(*)(요약)(IFRS)(백만원),유동자산(*)(요약)(IFRS)(백만원),부채(*)(요약)(IFRS)(백만원),자본(*)(요약)(IFRS)(백만원),재고자산(요약)(IFRS)(백만원),당기순이익(총포괄손익)(요약)(IFRS)(백만원),매출액(수익)(요약)(IFRS)(백만원),판매비와 관리비(물류원가 등 포함)(요약)(IFRS)(백만원),매출원가(요약)(IFRS)(백만원),매입채무(IFRS)(천원),금융비용(IFRS)(천원),금융원가(요약)(IFRS)(백만원)
(주)동방선기,099410,2015/03,71928,24674,17044,36101,35827,3274,332,7852,732,6553,2475789,0,366
(주)동방선기,099410,2016/03,67279,23746,14315,32994,34285,2547,-1,7076,463,6272,2373297,0,291
(주)동방선기,099410,2017/03,39351,2612,10736,3420,35931,2359,-1546,5740,610,5436,1686498,0,0
(주)동방선기,099410,2018/03,34774,2334,15121,4870,29904,2119,-541,4396,625,4508,1413490,0,0
(주)동방선기,099410,2019/03,34533,3494,15361,5955,28578,2737,-316,5005,580,4839,2272614,0,1
(주)동방선기,099410,2020/03,32981,2728,13815,4947,28033,3440,-526,6451,688,6098,1728707,0,3
(주)동방선기,099410,2021/03,32202,2413,12868,4620,27582,3527,-197,4761,573,4506,1581339,0,1
(주)동방선기,099410,2022/03,43591,13165,15604,15195,28396,4496,-293,5725,664,5385,2858511,0,43
(주)동성화인텍,033500,2011/03,232936,108698,86150,156740,76197,34477,1749,50552,3404,43993,13339225,0,1825
(주)동성화인텍,033500,2012/03,228832,126436,89330,164689,64143,36571,-1094,38151,3661,32713,16039706,0,1794
(주)동성화인텍,033500,2013/03,315683,231993,178460,241034,74649,89127,513,90780,5906,81663,28124315,0,2109
(주)동성화인텍,033500,2014/03,291766,193519,151725,203488,88278,65568,5713,116601,6685,102539,29819571,0,1307
(주)동성화인텍,033500,2015/03,279963,137184,139502,176842,103121,74038,3659,71011,4887,61145,18650175,0,930
(주)동성화인텍,033500,2016/03,267918,94114,132212,153029,114888,52516,5031,101972,5828,88494,22367513,0,649
(주)동성화인텍,033500,2017/03,278258,119138,145761,164616,113642,60665,-5230,68113,4979,65508,15529443,0,704
(주)동성화인텍,033500,2018/03,221654,87544,96550,138285,83369,33563,2554,45093,3902,38962,11512698,0,709
(주)동성화인텍,033500,2019/03,221792,114085,96831,137444,84348,53899,7290,49867,4716,37214,15476879,0,664
(주)동성화인텍,033500,2020/03,293425,145487,169226,193304,100121,75154,7335,89992,7107,74743,26936285,0,1296
(주)동성화인텍,033500,2021/03,252535,124698,135080,135454,117082,60083,8619,109815,5613,91819,30639762,0,787
(주)동성화인텍,033500,2022/03,287759,133253,171705,152319,135439,87615,118,107885,6932,99508,31180464,0,394
(주)동아엘텍,088130,2011/03,53617,10862,37913,12166,41452,1418,677,7029,1634,4543,7996063,0,153
(주)동아엘텍,088130,2012/03,60215,4311,39196,15459,44756,1766,-59,2793,1137,2121,3251519,0,9
(주)동아엘텍,088130,2013/03,62026,5322,40508,17049,44977,619,396,5631,1185,4345,3820948,0,143
(주)동아엘텍,088130,2014/03,79016,14125,56357,23525,55490,3977,-505,4087,958,2903,8661826,0,1780
(주)동아엘텍,088130,2015/03,112792,42222,78195,48322,64471,12775,1041,13064,1202,10620,23788108,0,219
(주)동아엘텍,088130,2016/03,99635,12823,57617,16524,83111,2623,782,5139,1144,3731,4799096,0,104
(주)동아엘텍,088130,2017/03,146360,44026,92484,48603,97757,3441,465,34371,2382,30705,32084475,0,191
(주)동아엘텍,088130,2018/03,144888,32872,98792,34841,110047,19275,1163,15735,1328,12764,17816179,0,73
(주)동아엘텍,088130,2019/03,168045,42203,110844,43469,124576,17775,5177,33955,3058,25320,20521282,0,59
(주)동아엘텍,088130,2020/03,152285,23937,91338,25324,126961,8633,2430,9373,2491,5422,8227250,0,1543
(주)동아엘텍,088130,2021/03,175574,47158,115508,48292,127282,18454,-561,43278,4728,40450,32505455,0,1058
(주)동아엘텍,088130,2022/03,208908,72707,142953,73162,135746,53139,2485,26564,4690,19110,38054744,0,1120
(주)동양에스텍,060380,2011/03,148631,83827,93313,85432,63199,29340,1864,51224,1746,47151,16100092,0,644
(주)동양에스텍,060380,2012/03,138579,82683,89168,83598,54981,17914,240,45198,2591,42596,12991491,0,822
(주)동양에스텍,060380,2013/03,133468,84572,85171,85212,48256,25962,673,46849,1470,44155,18118473,0,725
(주)동양에스텍,060380,2014/03,117689,59281,69979,70032,47657,26589,135,39965,1487,38048,22446825,0,520
(주)동양에스텍,060380,2015/03,87385,31618,44945,42349,45036,12119,121,28180,1154,27149,10159426,0,304
(주)동양에스텍,060380,2016/03,89198,40220,41183,40865,48333,9407,797,29904,1486,28193,15196867,0,201
(주)동양에스텍,060380,2017/03,118013,55700,65752,66365,51648,23218,1962,37990,1535,35470,16825346,0,350
(주)동양에스텍,060380,2018/03,111457,45173,64952,59804,51653,24096,656,38099,1397,35898,0,0,1531
(주)동양에스텍,060380,2019/03,122477,64720,71519,71351,51126,26086,1186,44044,1641,42233,0,0,468
(주)동양에스텍,060380,2020/03,120389,60538,69133,72819,47570,28345,-2878,35514,1975,33566,13960934,0,4279
(주)동양에스텍,060380,2021/03,101611,29405,60805,43724,57887,21930,3411,41688,2045,35891,0,0,141
(주)동양에스텍,060380,2022/03,134020,58472,89858,60703,73317,35706,1735,61079,2201,56907,16407514,0,292
(주)동우팜투테이블,088910,2011/03,130566,19045,87261,24904,105662,2101,5790,49724,2604,41385,5618418,0,65
(주)동우팜투테이블,088910,2012/03,135653,22211,86050,26872,108781,4003,-40,50796,3198,48811,11933671,0,46
(주)동우팜투테이블,088910,2013/03,156616,37014,69770,41905,114711,6369,4583,56949,3767,50193,19698099,0,120
(주)동우팜투테이블,088910,2014/03,153375,20248,77300,32926,120449,1925,-1028,42692,3065,40257,4397821,0,188
(주)동우팜투테이블,088910,2015/03,156697,22578,88092,29135,127561,3114,4435,55862,3419,49111,6684391,0,459
(주)동우팜투테이블,088910,2016/03,160209,29421,93588,34403,125807,5606,-2599,51407,3772,50491,6721293,0,18
(주)동우팜투테이블,088910,2017/03,182386,20484,103808,29849,152536,3139,5478,51371,3614,44032,3745550,0,29
(주)동우팜투테이블,088910,2018/03,204576,26932,116482,32630,171945,2734,1836,50977,3453,46497,2730262,0,9
(주)동우팜투테이블,088910,2019/03,225490,27785,131787,33920,191570,2766,4294,66487,3860,58238,5051379,0,23
(주)동우팜투테이블,088910,2020/03,215652,25553,111637,30110,185543,4159,-4323,65132,4431,64893,5794368,0,119
(주)동우팜투테이블,088910,2021/03,286174,24900,107650,97285,188890,5090,1752,71733,4237,68424,5585271,0,153
(주)동우팜투테이블,088910,2022/03,261991,45516,125468,84154,177836,3044,2172,73825,4322,67719,5979035,0,872
(주)동운아나텍,094170,2016/03,42712,5621,31605,8898,33815,9438,758,13023,3489,8531,3605324,0,684
(주)동운아나텍,094170,2017/03,43280,8498,29422,12349,30931,11984,-1664,10653,3730,7867,0,0,1165
(주)동운아나텍,094170,2018/03,46130,17317,29421,23111,23019,8588,-2269,10920,4258,8781,4604861,0,679
(주)동운아나텍,094170,2019/03,50146,21384,37109,32376,17770,11746,-1638,8403,4373,5787,2876724,0,322
(주)동운아나텍,094170,2020/03,53444,16495,38147,26151,27293,18184,237,13183,4497,8748,1994467,0,792
(주)동운아나텍,094170,2021/03,65458,17924,55362,36786,28672,24409,-4471,12012,5433,8544,4541581,0,926
(주)동운아나텍,094170,2022/03,62039,28897,46365,42764,19276,24934,-1316,13172,4791,9139,3182597,0,906
(주)동원개발,013120,2011/03,312705,97183,291045,118688,194017,224564,3771,34031,843,28099,0,0,907
(주)동원개발,013120,2012/03,363884,96811,329371,146275,217609,255775,9797,91786,2121,76778,70183296,0,97
(주)동원개발,013120,2013/03,437095,149851,422018,190823,246272,219980,6962,88987,3199,77169,72951907,0,19
(주)동원개발,013120,2014/03,400692,84776,388115,119640,281052,310733,12117,67823,3067,49394,38681295,0,138
(주)동원개발,013120,2015/03,468436,119035,456274,129502,338934,274054,15574,106559,3992,82435,32807009,0,153
(주)동원개발,013120,2016/03,587652,142341,574919,154457,433195,253798,26917,141606,3519,102811,58598809,0,2
(주)동원개발,013120,2017/03,697707,168442,680664,181200,516507,178617,22328,146718,3311,105938,60301095,0,0
(주)동원개발,013120,2018/03,734535,120009,707771,135995,598540,116297,17218,110355,3579,85491,56597944,0,2
(주)동원개발,013120,2019/03,924117,188403,898125,205575,718542,161945,32101,162806,3414,119180,84744131,0,15
(주)동원개발,013120,2020/03,956707,150837,913057,168935,787772,94764,32071,156534,4706,110349,66659264,0,27
(주)동원개발,013120,2021/03,1072831,146407,1051738,164574,908257,344429,24306,111981,5102,74476,57055210,0,22
(주)동원개발,013120,2022/03,1312407,197280,1270172,336963,975444,512154,32442,172793,5286,124945,66036512,0,17
(주)동일기연,032960,2011/03,81940,12087,67990,13078,68862,10045,2715,12258,2807,7400,1981134,0,184
(주)동일기연,032960,2012/03,58325,9831,44794,10097,48228,9390,2599,9042,2160,5530,1509791,0,84
(주)동일기연,032960,2013/03,63135,5237,49558,8162,54973,7823,2347,7802,1714,4826,1236553,0,14
(주)동일기연,032960,2014/03,65941,4580,52148,6409,59532,7396,1258,8133,1513,5331,1211069,0,293
(주)동일기연,032960,2015/03,69868,4303,52018,5618,64250,7632,1602,7077,1588,4469,1189463,0,51
(주)동일기연,032960,2016/03,64035,5121,43374,6031,58004,9304,2662,6458,1583,4048,2488299,0,126
(주)동일기연,032960,2017/03,67449,5627,47784,5627,61822,9095,789,8989,1966,5347,1816865,0,967
(주)동일기연,032960,2018/03,70659,5743,49911,5743,64916,9878,602,7097,1982,4546,1149178,0,579
(주)동일기연,032960,2019/03,56492,3881,36315,5032,51460,9542,1300,7088,1755,4808,1421260,0,1
(주)동일기연,032960,2020/03,56779,3679,37383,4969,51810,10101,-174,6149,1811,3893,1317759,0,1560
(주)동일기연,032960,2021/03,60302,3411,41401,3630,56673,10475,3745,6432,1542,3899,1138495,0,55
(주)동일기연,032960,2022/03,69396,4070,50782,4663,64734,11425,2003,7128,1866,4255,1005896,0,109
(주)동진쎄미켐,005290,2011/03,451071,255039,180973,300286,150785,52925,4023,114329,9446,99371,18274978,0,2927
(주)동진쎄미켐,005290,2012/03,472935,280309,179446,327837,145098,49842,3579,124332,9905,109558,22287729,0,3786
(주)동진쎄미켐,005290,2013/03,531669,320306,198530,378851,152818,49640,3034,125854,10813,109272,23318706,0,4032
(주)동진쎄미켐,005290,2014/03,547147,305742,216144,374459,172689,46832,4788,134431,13141,113506,26393828,0,3620
(주)동진쎄미켐,005290,2015/03,572572,384141,185173,429582,142990,50598,3540,137838,12811,119259,25922431,0,3981
(주)동진쎄미켐,005290,2016/03,559755,352050,177263,391095,168660,46679,6247,163453,14119,138559,26041817,0,2854
(주)동진쎄미켐,005290,2017/03,571297,331349,201610,371395,199902,47033,8347,160967,13849,135168,26492226,0,2581
(주)동진쎄미켐,005290,2018/03,575597,267467,223883,316800,258797,57048,5658,157966,15263,133163,28609428,0,2071
(주)동진쎄미켐,005290,2019/03,671327,291737,254682,374028,297299,71824,14720,161597,13434,130522,31411414,0,2687
(주)동진쎄미켐,005290,2020/03,752870,375356,308796,409803,343068,62559,21506,170585,15734,131798,37277286,0,2230
(주)동진쎄미켐,005290,2021/03,833308,328278,358498,433376,399932,73677,20936,172970,16043,136904,39220163,0,1739
(주)동진쎄미켐,005290,2022/03,966137,366537,462784,490312,475825,126763,26778,232983,14135,184680,54466835,0,2096
(주)두산테스나,131970,2014/03,104539,22577,26835,43418,61121,0,1553,13020,435,10577,0,0,474
(주)두산테스나,131970,2015/03,97020,24380,26128,35338,61682,0,-1239,9381,493,9851,0,0,290
(주)두산테스나,131970,2016/03,78472,14481,18522,20773,57699,0,-362,7516,388,7918,0,0,157
(주)두산테스나,131970,2017/03,77819,14059,18386,18130,59689,0,1207,9713,396,8277,0,0,106
(주)두산테스나,131970,2018/03,93303,16931,30751,23095,70208,0,4210,16085,628,10646,0,0,107
(주)두산테스나,131970,2019/03,149400,49191,34223,62423,86977,0,4186,17611,435,12458,0,0,177
(주)두산테스나,131970,2020/03,348035,71214,106934,182578,165457,0,4147,31963,878,23182,0,0,1407
(주)두산테스나,131970,2021/03,469945,137682,59082,243176,226769,0,7360,43972,785,33280,0,0,1408
(주)두산테스나,131970,2022/03,551329,151492,70047,281572,269758,0,10630,60442,1495,43994,0,0,2172
(주)듀오백,073190,2011/03,54597,6882,36943,7122,47475,3073,1120,12878,3300,8450,3371355,0,0
(주)듀오백,073190,2012/03,56090,7507,33434,7824,48267,2053,738,13486,3656,9482,2776695,0,0
(주)듀오백,073190,2013/03,52548,4708,26897,4978,47570,2736,243,9711,2602,7063,2742717,0,1
(주)듀오백,073190,2014/03,52279,5111,26272,5311,46969,2733,-32,15825,4305,11724,2347173,0,0
(주)듀오백,073190,2015/03,45190,3866,21453,4066,41124,3849,-484,9386,2997,6951,2170962,0,14
(주)듀오백,073190,2016/03,43599,6026,20837,6226,37373,4011,-930,10193,3432,7752,3408788,0,0
(주)듀오백,073190,2017/03,38030,4921,15138,5056,32974,4248,678,10995,2682,7572,1448630,0,0
(주)듀오백,073190,2018/03,37108,3426,14757,3576,33532,4583,-91,8684,2299,6530,1512246,0,0
(주)듀오백,073190,2019/03,33882,3278,13286,3418,30464,4094,64,8017,2325,5667,0,0,0
(주)듀오백,073190,2020/03,32800,4971,13797,5408,27392,4352,386,11607,3282,7990,2704680,0,0
(주)듀오백,073190,2021/03,33669,5465,15049,5975,27695,5451,-300,11553,3343,8478,0,0,0
(주)듀오백,073190,2022/03,30294,6334,14002,6631,23664,6232,-531,9100,2640,6936,2472310,0,26
(주)드래곤플라이,030350,2011/03,104438,29509,27839,29514,74925,0,3139,9605,5616,0,0,0,222
(주)드래곤플라이,030350,2012/03,128536,46669,41728,46671,81865,260,456,9934,7818,1265,0,0,359
(주)드래곤플라이,030350,2013/03,130703,36439,17723,56979,73724,824,366,6005,4958,103,0,0,3
(주)드래곤플라이,030350,2014/03,89415,42328,7042,55460,33955,0,289,5027,4448,0,0,0,451
(주)드래곤플라이,030350,2015/03,76037,36311,3988,45335,30701,0,711,3956,3008,0,0,0,335
(주)드래곤플라이,030350,2016/03,68721,31476,10290,42718,26003,0,1032,3058,2378,0,0,0,375
(주)드래곤플라이,030350,2017/03,67217,35433,10742,35865,31352,0,-499,2076,2365,0,0,0,226
(주)드래곤플라이,030350,2018/03,53718,31260,5190,31447,22271,0,-1550,1871,3052,0,0,0,394
(주)드래곤플라이,030350,2019/03,21465,3328,12325,4232,17233,0,-871,966,1846,0,0,0,13
(주)드래곤플라이,030350,2020/03,14503,1767,9001,1855,12648,0,94,1158,1074,0,0,0,9
(주)드래곤플라이,030350,2021/03,31929,24944,15709,25221,6708,0,-419,965,1051,0,0,0,331
(주)드래곤플라이,030350,2022/03,59274,4609,22051,4673,54601,0,-3856,1002,2318,0,0,0,2707
(주)드림시큐리티,203650,2015/03,,,,,,,,,,,,,
(주)드림시큐리티,203650,2016/03,,,,,,,,,,,,,
(주)드림시큐리티,203650,2017/03,19170,1325,9927,2805,16365,0,-3777,2406,1081,2762,635350,0,59
(주)드림시큐리티,203650,2018/03,21076,1548,11075,1596,19480,203,-262,4424,1149,3571,439179,0,4
(주)드림시큐리티,203650,2019/03,23698,1725,11339,1837,21861,0,-913,3936,1139,3761,1029971,0,1
(주)드림시큐리티,203650,2020/03,75033,12155,8955,12804,62230,0,312,5876,1390,4206,448458,0,61
(주)드림시큐리티,203650,2021/03,80374,15596,12265,17147,63227,138,-979,4949,1844,4066,351809,0,72
(주)드림시큐리티,203650,2022/03,137437,17237,14233,62949,74488,45,-1724,5597,2116,4572,505223,0,715
(주)드림씨아이에스,223250,2021/03,48944,11451,43273,11807,37137,0,596,5241,1050,3548,0,0,73
(주)드림씨아이에스,223250,2022/03,59861,15646,29612,18622,41239,0,209,6221,1204,4848,0,0,32
(주)드림어스컴퍼니,060570,2011/03,125315,25188,67034,36016,89299,19820,-1238,30041,6844,24386,7115262,0,1093
(주)드림어스컴퍼니,060570,2012/03,91512,36747,53790,37983,53529,11044,899,37757,4937,32229,17624229,0,508
(주)드림어스컴퍼니,060570,2013/03,49882,23220,41220,24355,25527,11829,610,19541,4425,14998,13237267,0,374
(주)드림어스컴퍼니,060570,2014/03,37584,15609,28147,16492,21092,9085,520,8694,3020,5161,9064566,0,190
(주)드림어스컴퍼니,060570,2015/03,64660,10138,56144,15333,49327,9557,331,11768,4083,7415,6600543,0,281
(주)드림어스컴퍼니,060570,2016/03,63533,7530,46489,13372,50161,14612,-286,12499,4992,7484,4987887,0,857
(주)드림어스컴퍼니,060570,2017/03,49711,7234,36853,13079,36633,14577,-3966,11361,4421,7698,4769629,0,1342
(주)드림어스컴퍼니,060570,2018/03,142526,19322,62560,24985,117540,12618,-324,23370,5744,17985,10689040,0,289
(주)드림어스컴퍼니,060570,2019/03,187054,31614,124199,34220,152834,13468,-6086,23664,8796,21505,15534204,0,181
(주)드림어스컴퍼니,060570,2020/03,171943,54919,137804,57007,114936,5807,150,49388,12254,38582,27453327,0,121
(주)드림어스컴퍼니,060570,2021/03,175782,73064,148209,76724,99059,4879,2329,56843,11250,44394,34069939,0,222
(주)드림어스컴퍼니,060570,2022/03,276884,181725,220811,183386,93498,8530,12751,56888,13525,43315,36242387,0,906
(주)디딤이앤에프,217620,2016/03,,,,,,,,,,,,,
(주)디딤이앤에프,217620,2017/03,,,,,,,,,,,,,
(주)디딤이앤에프,217620,2018/03,52513,17662,18043,22771,29742,2845,-515,17890,9849,8553,1725437,0,149
(주)디딤이앤에프,217620,2019/03,93942,25889,25413,59497,34445,10888,1013,29464,12124,15409,2573633,0,501
(주)디딤이앤에프,217620,2020/03,107660,35288,27741,77291,30369,12551,-4473,19248,12595,10723,1614975,0,705
(주)디딤이앤에프,217620,2021/03,76777,41778,20387,73731,3046,8000,-2676,15410,9429,8118,3132498,0,779
(주)디딤이앤에프,217620,2022/03,56767,25328,13787,49766,7001,4942,-3371,11930,8353,6325,2885123,0,658
(주)디모아,016670,2011/03,24699,10245,22485,10246,14453,0,872,11985,1657,9339,9061105,0,102
(주)디모아,016670,2012/03,30539,11771,29284,11771,18768,1159,900,12187,1136,10001,10660074,0,0
(주)디모아,016670,2013/03,44374,17312,29553,17312,27063,2072,710,16007,1027,13083,12826118,0,13
(주)디모아,016670,2014/03,52256,17914,36865,17914,34341,6603,2547,19851,1092,15579,15489203,0,26
(주)디모아,016670,2015/03,56076,10131,40196,10131,45945,4385,2463,18713,1226,14473,7040549,0,1
(주)디모아,016670,2016/03,59293,11119,45195,11119,48175,5051,552,10417,1538,8242,9894346,0,0
(주)디모아,016670,2017/03,70191,15402,45814,15402,54788,1218,459,15445,1563,13359,11086207,0,24
(주)디모아,016670,2018/03,73457,18069,52509,18069,55389,986,819,2357,1512,13,0,0,23
(주)디모아,016670,2019/03,68303,11408,34496,11768,56535,5,1497,1374,1276,1,4348157,0,101
(주)디모아,016670,2020/03,63059,9858,35489,10271,52788,0,2275,1370,1156,31,7172394,0,693
(주)디모아,016670,2021/03,65607,16620,16254,27926,37681,239,-131,1829,1287,633,2911700,0,698
(주)디모아,016670,2022/03,105512,33259,70843,35371,70141,1700,-294,3762,1330,2888,24651913,0,219
(주)디바이스이엔지,187870,2018/03,92219,42990,74323,43596,48623,24365,846,16652,2270,13561,9941279,0,94
(주)디바이스이엔지,187870,2019/03,71351,11261,49067,12756,58595,4136,-1071,10868,2355,10162,1634603,0,21
(주)디바이스이엔지,187870,2020/03,112831,42558,89379,42659,70172,42746,1620,11617,1664,9021,14970618,0,45
(주)디바이스이엔지,187870,2021/03,159662,53690,132225,53816,105847,28039,11237,37226,3791,21355,6990689,0,50
(주)디바이스이엔지,187870,2022/03,178692,28770,141793,46684,132007,19717,5868,19097,191,12041,3052628,0,273
(주)디스플레이테크,066670,2011/03,108063,27761,62356,39415,68648,3391,1409,47491,1312,44257,22269560,0,123
(주)디스플레이테크,066670,2012/03,178348,81190,112891,101936,76412,6268,4038,65422,1331,62779,57198132,0,2477
(주)디스플레이테크,066670,2013/03,220170,106794,140554,126462,93708,6780,5113,79797,1549,72285,69270059,0,3837
(주)디스플레이테크,066670,2014/03,284153,151258,188759,167766,116387,20503,3427,129605,1541,123650,92827571,0,4021
(주)디스플레이테크,066670,2015/03,263126,117013,168367,130119,133007,16122,5736,111646,1949,104541,72040779,0,2194
(주)디스플레이테크,066670,2016/03,174700,23309,80706,33115,141585,2006,1056,26052,1068,23475,11312328,0,2304
(주)디스플레이테크,066670,2017/03,176987,26398,85577,32169,144818,6121,1234,19420,1135,16514,10157462,0,1995
(주)디스플레이테크,066670,2018/03,163014,12693,64306,15779,147235,6137,630,11112,1055,9307,2004083,0,394
(주)디스플레이테크,066670,2019/03,191211,40531,94040,43737,147474,1738,1934,10505,1151,7855,33646685,0,398
(주)디스플레이테크,066670,2020/03,162259,10653,63540,14225,148034,3622,73,9470,1132,7398,6552066,0,2507
(주)디스플레이테크,066670,2021/03,181953,29453,81670,33335,148618,5991,1746,20767,925,19662,18798984,0,364
(주)디스플레이테크,066670,2022/03,169993,9027,99014,12466,157527,8818,6093,16366,1009,14536,4265220,0,455
(주)디아크,078590,2011/03,13391,7487,7599,8540,4851,580,1132,7685,925,6529,3231894,0,65
(주)디아크,078590,2012/03,15584,8351,9186,9363,6222,606,190,9275,978,8089,3740484,0,62
(주)디아크,078590,2013/03,15950,3864,7676,8907,7043,481,163,7704,903,6632,2745162,0,71
(주)디아크,078590,2014/03,14946,6996,6793,8640,6307,477,395,8343,844,7192,3259266,0,30
(주)디아크,078590,2015/03,18698,8110,10442,9579,9119,502,576,9499,846,8108,3735675,0,25
(주)디아크,078590,2016/03,19275,5552,9096,6405,12870,768,873,9339,900,7768,4082302,0,10
(주)디아크,078590,2017/03,22550,5886,14040,7080,15471,469,1222,10480,1637,7910,3651822,0,1
(주)디아크,078590,2018/03,28390,4463,14484,10482,17908,431,466,9090,1517,7140,3082606,0,94
(주)디아크,078590,2019/03,64699,36485,32351,38545,26154,731,142,7919,1774,6520,2493622,0,486
(주)디아크,078590,2020/03,132517,34151,84660,35535,96982,773,-3345,6861,1765,6038,2088238,0,2634
(주)디아크,078590,2021/03,442415,322211,39138,327923,114492,599,17189,10295,3345,8520,3602661,0,2072
(주)디아크,078590,2022/03,29125,8141,15978,11827,17298,478,372,10924,1511,9285,0,0,71
(주)디알젬,263690,2019/03,46934,12182,29729,18026,28907,14243,416,11716,3316,8374,8799892,0,161
(주)디알젬,263690,2020/03,65090,23693,45685,29550,35541,19192,2768,20802,3881,14662,12464061,0,444
(주)디알젬,263690,2021/03,74019,18466,54563,20853,53166,19770,2383,19015,4011,13777,6751898,0,364
(주)디알젬,263690,2022/03,109896,43888,83892,46589,63307,23454,3541,23734,3813,16766,11863515,0,542
(주)디알텍,214680,2016/03,,,,,,,,,,,,,
(주)디알텍,214680,2017/03,39202,9340,28354,11224,27978,10083,112,7784,3545,3861,0,0,662
(주)디알텍,214680,2018/03,45821,5913,32160,17843,27978,11020,195,8238,3060,5027,887959,0,107
(주)디알텍,214680,2019/03,53253,17137,37364,20368,32885,10118,827,9916,3779,5635,947822,0,65
(주)디알텍,214680,2020/03,69721,10889,41246,30192,39529,11921,-137,9841,4575,6194,2485768,0,169
(주)디알텍,214680,2021/03,90786,25459,52719,53652,37134,10703,363,12525,5397,7413,2124456,0,165
(주)디알텍,214680,2022/03,95393,39712,57634,47427,47967,18840,961,15477,6229,8616,5058903,0,162
(주)디앤씨미디어,263720,2018/03,37574,4334,34335,4706,32868,572,1307,7521,6029,0,464319,0,4
(주)디앤씨미디어,263720,2019/03,46312,7166,41792,7583,38729,817,1541,9176,7437,0,229843,0,2
(주)디앤씨미디어,263720,2020/03,55865,11192,50659,11747,44118,1076,2434,12635,9848,0,189733,0,6
(주)디앤씨미디어,263720,2021/03,59291,5677,51250,6267,53024,470,874,7080,6220,0,174175,0,5
(주)디앤씨미디어,263720,2022/03,62367,5065,36129,5838,56529,491,75,5848,5623,0,86552,0,6
(주)디어유,376300,2022/03,138952,10416,111326,11150,127802,0,4091,11706,7196,0,3616,0,2
(주)디에스앤엘,141020,2013/03,30370,8401,17350,12231,18139,3806,-1108,3386,2524,2663,1655425,0,177
(주)디에스앤엘,141020,2014/03,28432,12157,12765,14781,13652,2216,-999,4854,1937,4201,730986,0,106
(주)디에스앤엘,141020,2015/03,34369,10947,17247,12351,22018,2391,-1356,1904,1431,1831,248962,0,111
(주)디에스앤엘,141020,2016/03,34452,12229,19840,16966,17486,2453,-1036,18710,2964,17460,6846781,0,238
(주)디에스앤엘,141020,2017/03,29366,19546,16487,22730,6636,454,287,15534,1395,13522,5674323,0,363
(주)디에스앤엘,141020,2018/03,44992,10476,20719,12516,32476,1750,-885,5927,1421,5425,1724090,0,97
(주)디에스앤엘,141020,2019/03,107612,68286,91035,69727,37885,7648,171,13260,1819,11340,1434048,0,1441
(주)디에스앤엘,141020,2020/03,87494,13302,71138,14496,72998,3018,-1283,1470,954,0,340552,0,0
(주)디에스앤엘,141020,2021/03,87066,14732,71667,15919,69177,2723,-25,0,25,0,0,0,0
(주)디에스앤엘,141020,2022/03,17687,350,1926,6807,10880,1230,-1338,816,1118,869,94,0,157
(주)디에스이엔,065150,2011/03,76526,32426,37473,55518,21008,3645,2066,40093,11116,26070,17003086,0,292
(주)디에스이엔,065150,2012/03,87399,38953,36926,61457,25942,3122,2544,47752,15010,29244,17150550,0,295
(주)디에스이엔,065150,2013/03,70634,41379,18711,45271,25363,3914,1089,43578,15390,26634,17961604,0,56
(주)디에스이엔,065150,2014/03,66131,34356,9999,40140,25990,2451,-114,39726,15392,24089,15187577,0,53
(주)디에스이엔,065150,2015/03,84442,37305,24703,42190,42252,1904,-2725,29204,15644,17256,11905252,0,52
(주)디에스이엔,065150,2016/03,100162,48398,12466,62071,38091,1374,-3027,25366,14328,13700,9662604,0,246
(주)디에스이엔,065150,2017/03,98159,56491,13933,69324,28835,1480,-2388,23361,13697,12534,7322057,0,361
(주)디에스이엔,065150,2018/03,66352,38379,15205,41964,24388,1018,11680,17037,8447,9157,10212214,0,354
(주)디에스이엔,065150,2019/03,49606,21856,8657,29901,19705,793,-801,15512,8121,8216,6063816,0,162
(주)디에스이엔,065150,2020/03,48414,25905,8321,32144,16270,849,-2120,13547,8648,6816,5297626,0,280
(주)디에스이엔,065150,2021/03,69621,14306,45510,19154,50467,696,15546,8852,5196,4741,2754888,0,85
(주)디에스이엔,065150,2022/03,66997,18991,31225,25261,41735,3157,-1370,28913,5333,24592,3826642,0,344
(주)디에스케이,109740,2011/03,35902,7230,25386,11500,24403,1216,926,8965,488,7433,5087709,0,41
(주)디에스케이,109740,2012/03,42268,9672,31585,12932,29336,1420,1324,8336,592,6379,7157824,0,60
(주)디에스케이,109740,2013/03,35780,6363,25723,7619,28162,1137,852,7034,449,5905,5005276,0,108
(주)디에스케이,109740,2014/03,38781,7806,28914,8579,30201,2069,73,6711,650,6141,5642996,0,50
(주)디에스케이,109740,2015/03,51389,16356,41799,17071,34318,3244,2415,12244,466,8897,10111864,0,116
(주)디에스케이,109740,2016/03,54673,12054,42347,12564,42109,1392,1399,9087,426,6919,2869360,0,332
(주)디에스케이,109740,2017/03,116085,62010,46909,64498,51587,2436,22,17204,812,14185,13828640,0,2746
(주)디에스케이,109740,2018/03,185500,77415,116199,78090,107410,2840,3835,29171,868,23629,28506202,0,793
(주)디에스케이,109740,2019/03,161599,58178,80152,58868,102731,13595,2138,16656,990,13138,20664230,0,440
(주)디에스케이,109740,2020/03,149368,36629,61772,37706,111662,7049,2687,4456,611,3438,2120458,0,235
